,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,1958,TRON,TRX,tron,905,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88196056455.65335,88196073266.39163,True,,11,71659659264.0,7938273468.623719,,2024-01-21T09:38:00.000Z,0.11077743810333336,172397179.8399829,-35.5249,-0.01317218,0.68166795,-5.05969267,6.10866074,13.34005236,22.34967528,9770133184.974234,0.5942,9770135047.22,,2024-01-21T09:38:00.000Z,,,,,,2024-01-21 23:38:56.471723
11,6636,Polkadot,DOT,polkadot-new,667,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1346309265.684479,1402047872.3345037,True,,12,,,,2024-01-21T09:38:00.000Z,6.901166321983642,121560651.00726554,-45.2208,-0.14462244,0.87458061,-9.63694967,-12.88736656,35.60695209,74.59672521,9291104163.316254,0.5651,9675765558.36,,2024-01-21T09:38:00.000Z,,,,,,2024-01-21 23:38:56.471723
12,1975,Chainlink,LINK,chainlink,1581,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,13,,,,2024-01-21T09:38:00.000Z,15.776968019611298,437800972.4422941,-58.1314,0.46032307,-1.79108995,4.21782665,3.33516954,10.92208008,54.93438501,8962895065.775738,0.5452,15776968019.61,,2024-01-21T09:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-21 23:38:56.471723
13,11419,Toncoin,TON,toncoin,191,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3457084957.1339893,5101534570.081245,True,,14,3414166606.0,7772631991.80256,,2024-01-21T09:39:00.000Z,2.276582513033507,42859665.25738966,-22.7836,0.18496926,3.53842071,9.2788987,0.42078035,-4.1408492,6.2181669,7870339159.482431,0.4787,11614064391.88,,2024-01-21T09:39:00.000Z,,,,,,2024-01-21 23:38:56.471723
14,3890,Polygon,MATIC,polygon,1248,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9620295517.355373,10000000000.0,False,,15,,,,2024-01-21T09:38:00.000Z,0.788480292941618,236377894.40637666,-54.3272,-0.38413375,2.82220405,-9.62260702,-7.11549645,4.0933879,28.45935637,7585413427.7093,0.4613,7884802929.42,,2024-01-21T09:38:00.000Z,,,,,,2024-01-21 23:38:56.471723
0,1,Bitcoin,BTC,bitcoin,10759,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19604056.0,19604056.0,False,,1,,,,2024-01-21T09:40:00.000Z,41670.831875692915,9943262598.554075,-56.4682,-0.02478146,0.44892829,-2.77518471,-4.51511871,13.73467288,36.44967773,816917321657.669,49.6836,875087469389.55,,2024-01-21T09:40:00.000Z,,,,,,2024-01-21 23:40:04.429775
1,1027,Ethereum,ETH,ethereum,8294,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120176935.56631531,120176935.56631531,True,,2,,,,2024-01-21T09:40:00.000Z,2473.6945010230256,4738450647.694273,-53.3936,-0.02907604,0.28688673,-2.7331058,6.9991729,23.07350588,48.00697528,297281024660.1926,18.0802,297281024660.19,,2024-01-21T09:40:00.000Z,,,,,,2024-01-21 23:40:04.429775
2,825,Tether USDt,USDT,tether,72228,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,94929347996.64592,98600769246.12627,True,,3,,,,2024-01-21T09:39:00.000Z,0.9993632638190482,23293488961.635395,-45.1655,-0.00149163,-0.00164313,-0.05595403,-0.10720816,-0.07824273,-0.08772124,94868903046.14229,5.7702,98537986568.88,,2024-01-21T09:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-21 23:40:04.429775
3,1839,BNB,BNB,bnb,2023,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149548745.03324363,149548745.03324363,False,,4,,,,2024-01-21T09:39:00.000Z,318.62045812846185,699253158.8981295,-23.2176,0.35736465,1.4916842,4.90028891,18.4119573,34.26373258,45.28851676,47649289655.02862,2.898,47649289655.03,,2024-01-21T09:39:00.000Z,,,,,,2024-01-21 23:40:04.429775
4,5426,Solana,SOL,solana,616,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,432907376.45250523,567558086.628534,True,,5,,,,2024-01-21T09:40:00.000Z,92.99055233336155,1001377762.3369188,-58.726,0.20003868,1.5099454,-4.26830556,1.34229743,68.65172288,214.74199403,40256296045.50494,2.4483,52777539956.85,,2024-01-21T09:40:00.000Z,,,,,,2024-01-21 23:40:04.429775
5,52,XRP,XRP,xrp,1209,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54339837528.0,99987984506.0,False,,6,,,,2024-01-21T09:40:00.000Z,0.5517182305333563,632861261.9650748,-45.8797,-0.08446166,1.07502443,-4.45166931,-11.53889164,-7.50949814,4.69504682,29980279008.418232,1.8234,55171823053.34,,2024-01-21T09:40:00.000Z,,,,,,2024-01-21 23:40:04.429775
6,3408,USDC,USDC,usd-coin,16290,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25746376539.289604,25746376539.289604,False,,7,,,,2024-01-21T09:40:00.000Z,0.9999723950340331,2324223822.2763686,-56.2084,0.00451377,-0.01232581,-0.02370226,-0.05242312,0.00395544,0.0070879,25745665811.441467,1.5658,25745665811.44,,2024-01-21T09:40:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-21 23:40:04.429775
7,2010,Cardano,ADA,cardano,1033,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35404649358.475,36557079073.565,False,,8,,,,2024-01-21T09:39:00.000Z,0.5164329189027376,274940477.84617347,-36.1024,0.01861388,0.93013763,-5.23898392,-16.04131824,39.07148457,95.83710276,18284126410.92518,1.1121,23239481350.62,,2024-01-21T09:39:00.000Z,,,,,,2024-01-21 23:40:04.429775
8,74,Dogecoin,DOGE,dogecoin,879,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142741396383.70526,142741396383.70526,True,,9,,,,2024-01-21T09:40:00.000Z,0.08551475982898546,1163812830.1698933,243.4657,0.08904924,8.42549902,3.89999685,-7.92336721,14.53742915,34.79265433,12206496229.406569,0.7424,12206496229.41,,2024-01-21T09:40:00.000Z,,,,,,2024-01-21 23:40:04.429775
9,5805,Avalanche,AVAX,avalanche,642,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366795791.01037914,434828701.01037914,False,,10,,,,2024-01-21T09:39:00.000Z,33.10378871789039,315190811.75352937,-39.6742,0.0031545,2.52171335,-9.64710265,-25.45471716,63.57390086,231.88944783,12142330368.21907,0.7385,23834727876.88,,2024-01-21T09:39:00.000Z,,,,,,2024-01-21 23:40:04.429775
10,1958,TRON,TRX,tron,905,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88196056455.65335,88196073266.39163,True,,11,71659659264.0,7937683606.518571,,2024-01-21T09:39:00.000Z,0.11076920666445678,172236446.97143492,-35.6308,-0.0180138,0.66576937,-5.06677152,6.10716729,13.3205739,22.33009726,9769407204.526363,0.5942,9769409066.64,,2024-01-21T09:39:00.000Z,,,,,,2024-01-21 23:40:04.429775
11,6636,Polkadot,DOT,polkadot-new,667,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1346309265.684479,1402047872.3345037,True,,12,,,,2024-01-21T09:39:00.000Z,6.900925318001722,121542059.92221716,-45.227,-0.14856183,0.87437059,-9.63818272,-12.97357843,35.56430176,74.58029866,9290779697.422327,0.5651,9675427659.24,,2024-01-21T09:39:00.000Z,,,,,,2024-01-21 23:40:04.429775
12,1975,Chainlink,LINK,chainlink,1581,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,13,,,,2024-01-21T09:39:00.000Z,15.776738897101474,437380388.68145704,-58.1682,0.42428604,-1.81434001,4.28638003,3.32686924,10.8748278,54.93058201,8962764901.284678,0.5451,15776738897.1,,2024-01-21T09:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-21 23:40:04.429775
13,11419,Toncoin,TON,toncoin,191,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3457084957.1339893,5101534570.081245,True,,14,3414166606.0,7773011583.563284,,2024-01-21T09:40:00.000Z,2.2766936944152407,42848699.45298243,-22.7807,0.18559024,3.54149477,9.30961525,-0.43597848,-4.18745627,6.23018115,7870723522.964736,0.4787,11614631587.55,,2024-01-21T09:40:00.000Z,,,,,,2024-01-21 23:40:04.429775
14,3890,Polygon,MATIC,polygon,1248,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9620295517.355373,10000000000.0,False,,15,,,,2024-01-21T09:39:00.000Z,0.7883901202274862,236378886.14749566,-54.3343,-0.39376414,2.80143345,-9.60887083,-7.12436569,4.05683035,28.44124073,7584545939.551749,0.4613,7883901202.27,,2024-01-21T09:39:00.000Z,,,,,,2024-01-21 23:40:04.429775
